,slp_strk_m,slp_ddip_m,slp_am_m,strike_deg,dip_deg,rake_deg
363,-0.0,0.342,0.342,222.0,47.0,-0.0
364,5.6774,5.7777,8.1003,222.0,47.0,44.498335254084
365,5.4379,5.7472,7.9121,222.0,47.0,43.416011519148
366,4.1278,4.7856,6.3198,222.0,47.0,40.77928013797717
367,2.3776,3.1664,3.9597,222.0,47.0,36.90230999543253
368,0.9352,1.5201,1.7847,222.0,47.0,31.600772181035637
369,0.1855,0.4141,0.4538,222.0,47.0,24.13044363047865
370,0.0469,0.0836,0.0959,222.0,47.0,29.292633630485483
371,0.0596,0.2827,0.2889,222.0,47.0,11.904999955369467
372,0.0515,0.5143,0.5169,222.0,47.0,5.718314197354562
373,0.0144,0.4014,0.4017,222.0,47.0,2.054572880925691
374,5.5398,5.0134,7.4715,222.0,47.0,47.85558141162441
375,5.4866,5.0369,7.4479999999999995,222.0,47.0,47.44692787275064
376,4.4224,4.378,6.2229,222.0,47.0,45.28906765897437
377,2.8796,3.1786,4.289,222.0,47.0,42.17448279195846
378,1.5138,1.8354,2.3791,222.0,47.0,39.51510771528396
379,0.7019,0.7917,1.058,222.0,47.0,41.55933661034882
380,0.4796,0.3418,0.589,222.0,47.0,54.523393048537315
381,0.4528,0.3979,0.6028,222.0,47.0,48.692467794119004
382,0.3678,0.5353,0.6495,222.0,47.0,34.49262087173842
383,0.1805,0.3878,0.4278,222.0,47.0,24.95943992281508
384,5.1017,4.2589,6.6457,222.0,47.0,50.144865383459646
385,5.1841,4.3116,6.7428,222.0,47.0,50.24980699900037
386,4.4201,3.9317,5.9157,222.0,47.0,48.346754670649325
387,3.2277,3.1567,4.5147,222.0,47.0,45.63715191038197
388,2.1344,2.1558,3.0336,222.0,47.0,44.714204579620464
389,1.4605,1.2351,1.9127,222.0,47.0,49.779824653016675
390,1.2656,0.6769,1.4353,222.0,47.0,61.860117898992854
391,1.1827,0.5207,1.2923,222.0,47.0,66.23784352836768
392,0.9421,0.4953,1.0644,222.0,47.0,62.26728310135954
393,0.4872,0.3179,0.5818,222.0,47.0,56.87538690820854
394,4.3744,3.6252,5.6813,222.0,47.0,50.35041129917711
395,4.5152,3.6919999999999997,5.8325,222.0,47.0,50.72773448331378
396,4.0547,3.5247,5.3726,222.0,47.0,48.99997533749124
397,3.2917,3.0869999999999997,4.5128,222.0,47.0,46.83805828722472
398,2.5961,2.3816,3.523,222.0,47.0,47.46747412511117
399,2.1901,1.5854,2.7037,222.0,47.0,54.09945075119146
400,2.1056,0.9408,2.3062,222.0,47.0,65.92450174492117
401,1.9851,0.5814,2.0685,222.0,47.0,73.67564361669591
402,1.5692,0.4009,1.6196,222.0,47.0,75.6686014067325
403,0.8165,0.2169,0.8448,222.0,47.0,75.12319140487358
404,3.4754,3.1575,4.6956,222.0,47.0,47.74395829437124
405,3.6009,3.2276,4.8357,222.0,47.0,48.129127260640175
406,3.388,3.1873,4.6516,222.0,47.0,46.74831471693183
407,3.0389,2.9467,4.2330000000000005,222.0,47.0,45.88249350451839
408,2.7567,2.4324,3.6765,222.0,47.0,48.5761281511884
409,2.6566,1.7316,3.1711,222.0,47.0,56.903265614610135
410,2.7059,1.0405,2.8991,222.0,47.0,68.96674580329751
411,2.5818,0.5495,2.6396,222.0,47.0,77.98468200735124
412,2.0335,0.2737,2.0519,222.0,47.0,82.33431336296731
413,1.0542,0.1135,1.0603,222.0,47.0,83.85494482372401
414,2.5736,2.8474,3.8381,222.0,47.0,42.108602617902676
415,2.6363,2.8988,3.9183,222.0,47.0,42.28480393353342
416,2.5905,2.8886,3.88,222.0,47.0,41.885793457728
417,2.5660000000000003,2.7094,3.7316,222.0,47.0,43.44292527266671
418,2.6333,2.2834,3.4855,222.0,47.0,49.07062692563743
419,2.7966,1.6524,3.2483,222.0,47.0,59.42284389962572
420,2.9745,0.9723,3.1293,222.0,47.0,71.89854615778269
421,2.8736,0.4447,2.9078,222.0,47.0,81.20305291655178
422,2.2624,0.1516,2.2675,222.0,47.0,86.16642742997301
423,1.1649,0.0353,1.1655,222.0,47.0,88.2642954110716
424,1.7714,2.6874,3.2187,222.0,47.0,33.39087815246898
425,1.7308,2.7056,3.2118,222.0,47.0,32.607463313725994
426,1.7838,2.6430000000000002,3.1887,222.0,47.0,34.01599898058286
427,2.0014,2.4219999999999997,3.1419,222.0,47.0,39.56834798067518
428,2.3387,2.0028,3.0791,222.0,47.0,49.42413632596031
429,2.719,1.4217,3.0682,222.0,47.0,62.39600925361182
430,3.017,0.7956,3.1202,222.0,47.0,75.22708874638492
431,2.9651,0.3132,2.9816,222.0,47.0,83.97027380673056
432,2.3414,0.0655,2.3423,222.0,47.0,88.3975847625299
433,1.1996,-0.0,1.1996,222.0,47.0,90.0
434,1.1201,2.7583,2.9771,222.0,47.0,22.101257413624396
435,0.9409,2.7538,2.9101,222.0,47.0,18.863929126023198
436,1.0396,2.595,2.7955,222.0,47.0,21.831857214756983
437,1.4383,2.254,2.6738,222.0,47.0,32.54235570261054
438,2.006,1.7637,2.6711,222.0,47.0,48.67766569792211
439,2.5887,1.1842,2.8467,222.0,47.0,65.41828921870321
440,3.0318,0.611,3.0927,222.0,47.0,78.60577702973747
441,3.0509,0.201,3.0575,222.0,47.0,86.2306753112843
442,2.4313,0.0214,2.4314,222.0,47.0,89.4957027026427
443,1.2468,-0.0,1.2468,222.0,47.0,90.0
444,0.6582,3.2154,3.2821,222.0,47.0,11.568760062973512
445,0.3364,3.2216,3.2391,222.0,47.0,5.9612310923017935
446,0.4361,2.9526,2.9846,222.0,47.0,8.401860456561941
447,0.9675,2.4298,2.6153,222.0,47.0,21.71150351589058
448,1.7497,1.7751,2.4924,222.0,47.0,44.58712902573086
449,2.5587,1.1096,2.7889999999999997,222.0,47.0,66.5556614999911
450,3.1809,0.5261,3.2242,222.0,47.0,80.60867117492043
451,3.2910000000000004,0.1503,3.2944,222.0,47.0,87.38511821360511
452,2.6575,0.006,2.6575,222.0,47.0,89.87064004028164
453,1.3736,-0.0,1.3736,222.0,47.0,90.0
454,0.4175,4.1515,4.1724,222.0,47.0,5.74270309225061
455,-0.0,4.1979,4.1979,222.0,47.0,-0.0
456,0.0801,3.8135,3.8143,222.0,47.0,1.2032823387848222
457,0.7041,3.0641,3.1439,222.0,47.0,12.941344583219893
458,1.682,2.1597,2.7374,222.0,47.0,37.91188198628465
459,2.7216,1.3012,3.0166,222.0,47.0,64.44748454592293
460,3.5307,0.6163,3.5841,222.0,47.0,80.09851643032046
461,3.7244,0.1958,3.7295,222.0,47.0,86.99060376284645
462,3.0414,0.0258,3.0415,222.0,47.0,89.51397525644914
463,1.5864,-0.0,1.5864,222.0,47.0,90.0
464,0.4522,5.4228,5.4416,222.0,47.0,4.766789531821433
465,-0.0,5.4993,5.4993,222.0,47.0,-0.0
466,0.0987,4.9918,4.9927,222.0,47.0,1.1327290075684076
467,0.7797,4.0134,4.0884,222.0,47.0,10.994140602694543
468,1.8801,2.8359,3.4026,222.0,47.0,33.542950815840825
469,3.0859,1.7319,3.5387,222.0,47.0,60.69754758572198
470,4.0217,0.8804,4.117,222.0,47.0,77.65203309357656
471,4.2545,0.3496,4.2688,222.0,47.0,85.30245559074635
472,3.4856,0.0967,3.4869,222.0,47.0,88.41086725263521
473,1.8279,0.0124,1.8279,222.0,47.0,89.61132623891207
474,0.8671,6.5193,6.5767,222.0,47.0,7.576163403933849
475,0.5013,6.615,6.6339999999999995,222.0,47.0,4.333723227895809
476,0.6042,6.0246,6.0548,222.0,47.0,5.72697675721421
477,1.2472,4.8996,5.0558,222.0,47.0,14.281415223078248
478,2.3216,3.5405,4.2338,222.0,47.0,33.253921320471264
479,3.5389,2.253,4.1953,222.0,47.0,57.51759971716318
480,4.4817,1.2461,4.6517,222.0,47.0,74.46184545167749
481,4.6792,0.5872,4.7159,222.0,47.0,82.8472556111638
482,3.8161,0.2269,3.8228,222.0,47.0,86.59727875217028
483,2.0018,0.06,2.0027,222.0,47.0,88.28318620481937
484,1.6275,6.8591,7.0496,222.0,47.0,13.348070346562825
485,1.4591,7.0154,7.1655,222.0,47.0,11.749175673012896
486,1.5238,6.4742,6.6511,222.0,47.0,13.244367368362749
487,1.9933,5.3818,5.739,222.0,47.0,20.3235182430447
488,2.8505,4.0249,4.9321,222.0,47.0,35.30675004714443
489,3.8791,2.7004,4.7265,222.0,47.0,55.15664671095628
490,4.6786,1.6189,4.9508,222.0,47.0,70.91323810425419
491,4.7791,0.861,4.856,222.0,47.0,79.78717774244363
492,3.8602,0.3941,3.8803,222.0,47.0,84.17069005852345
493,2.0182,0.1318,2.0225,222.0,47.0,86.26356371854133
494,2.5865,6.394,6.8973,222.0,47.0,22.024310123654107
495,2.6288,6.6469,7.1479,222.0,47.0,21.578432188647536
496,2.6139,6.2852,6.8071,222.0,47.0,22.58153477724328
497,2.7808,5.3989,6.0729,222.0,47.0,27.251541481143764
498,3.2449,4.2208,5.3239,222.0,47.0,37.55264726275917
499,3.9092,3.0033,4.9297,222.0,47.0,52.466202429585294
500,4.447,1.9401,4.8518,222.0,47.0,66.42972164129148
501,4.4246,1.1269,4.5658,222.0,47.0,75.71114335269905
502,3.5314,0.5668,3.5766,222.0,47.0,80.88162953306272
503,1.8353,0.2085,1.8471,222.0,47.0,83.5186774926631
504,3.611,5.7296,6.7725,222.0,47.0,32.22060523043118
505,3.7653,6.0156,7.0969,222.0,47.0,32.0433799644937
506,3.5942,5.8168,6.8376,222.0,47.0,31.71191382406811
507,3.3558,5.1816,6.1734,222.0,47.0,32.92861941272021
508,3.3214,4.2585,5.4007,222.0,47.0,37.952306848286284
509,3.5379,3.2204,4.7841,222.0,47.0,47.68973625938281
510,3.7748,2.2230000000000003,4.3807,222.0,47.0,59.50594035030762
511,3.6538,1.3761,3.9044,222.0,47.0,69.3625421917615
512,2.8810000000000002,0.7290000000000001,2.9718,222.0,47.0,75.80009483053794
513,1.4858,0.2777,1.5116,222.0,47.0,79.41340996343231
514,4.6225,5.5541,7.226,222.0,47.0,39.769530971414646
515,4.7172,5.7049,7.4026,222.0,47.0,39.586261114597406
516,4.258,5.531000000000001,6.9801,222.0,47.0,37.590612889343426
517,3.5553,5.0756,6.1969,222.0,47.0,35.01004748072205
518,3.0276,4.3755,5.3208,222.0,47.0,34.68105601522615
519,2.8381,3.4939999999999998,4.5015,222.0,47.0,39.0862029269525
520,2.832,2.5374,3.8024,222.0,47.0,48.14046815638385
521,2.6757,1.6314,3.1339,222.0,47.0,58.628936590236776
522,2.0909,0.8804,2.2687,222.0,47.0,67.165855803592
523,1.0691,0.3348,1.1203,222.0,47.0,72.61149953729084
524,5.3654,5.6632,7.8013,222.0,47.0,43.453245385083534
525,5.2911,5.7249,7.7955,222.0,47.0,42.74490981403455
526,4.4684,5.5908,7.1571,222.0,47.0,38.633303038040594
527,3.3516,5.2876,6.2603,222.0,47.0,32.368989815017606
528,2.4687,4.7484,5.3518,222.0,47.0,27.46998635546401
529,2.0349,3.9410000000000003,4.4353,222.0,47.0,27.309162894651738
530,1.9164,2.9402,3.5096,222.0,47.0,33.096002935024856
531,1.7959,1.9076,2.6199,222.0,47.0,43.27244524656857
532,1.4054,1.0165,1.7345,222.0,47.0,54.122475353662345
533,0.7136,0.3738,0.8056,222.0,47.0,62.35342459877443
534,5.385,5.462999999999999,7.6708,222.0,47.0,44.58803523344901
535,5.1901,5.688,7.7,222.0,47.0,42.37935189599031
536,4.1339999999999995,5.8182,7.1373,222.0,47.0,35.39489917073332
537,2.8279,5.7611,6.4177,222.0,47.0,26.14462642051549
538,1.8544,5.3623,5.6739,222.0,47.0,19.0764988244586
539,1.412,4.5437,4.758,222.0,47.0,17.263152234944553
540,1.3328,3.3993,3.6512,222.0,47.0,21.409188337214857
541,1.2886,2.1659,2.5203,222.0,47.0,30.750486665865264
542,1.0265,1.1056,1.5087,222.0,47.0,42.87532546224278
543,0.5207,0.3795,0.6444,222.0,47.0,53.91443974606694
544,4.4910000000000005,4.8673,6.6227,222.0,47.0,42.6973603128517
545,4.2906,5.3984,6.8958,222.0,47.0,38.47736303068982
546,3.2875,5.9572,6.8041,222.0,47.0,28.89225137412805
547,2.1398,6.2399,6.5966,222.0,47.0,18.927977830240486
548,1.3973,5.9863,6.1472,222.0,47.0,13.1385304474016
549,1.1782,5.1059,5.2401,222.0,47.0,12.993715287331991
550,1.2471,3.7612,3.9626,222.0,47.0,18.343957493325707
551,1.2646,2.3015,2.6260000000000003,222.0,47.0,28.78737478287093
552,1.015,1.0902,1.4896,222.0,47.0,42.954203202045385
553,0.5147,0.3311,0.612,222.0,47.0,57.24733585803501
554,3.003,4.2133,5.1739,222.0,47.0,35.479105148799405
555,2.8685,4.9338,5.7071,222.0,47.0,30.17362095014855
556,2.1627,5.8229999999999995,6.2117,222.0,47.0,20.375323490411912
557,1.4725,6.3893,6.5568,222.0,47.0,12.977980539324616
558,1.2052,6.2505,6.3656,222.0,47.0,10.913641381820051
559,1.3403,5.3041,5.4708,222.0,47.0,14.181281617218374
560,1.5736,3.7946,4.1079,222.0,47.0,22.523519482772514
561,1.5876,2.1861,2.7018,222.0,47.0,35.98808261155187
562,1.2419,0.9234,1.5475,222.0,47.0,53.367790582305325
563,0.6219,0.2223,0.6605,222.0,47.0,70.33041947167388
564,1.479,3.5578,3.8529,222.0,47.0,22.572965525110263
565,1.4380000000000002,4.288,4.5227,222.0,47.0,18.539108284974205
566,1.0999,5.2358,5.3501,222.0,47.0,11.863782755947375
567,0.9572,5.881,5.9584,222.0,47.0,9.244479402413104
568,1.1993,5.7806,5.9037,222.0,47.0,11.720862758217974
569,1.643,4.8247,5.0968,222.0,47.0,18.805726840265642
570,1.9567,3.3095,3.8446,222.0,47.0,30.593165024775477
571,1.8983,1.7564,2.5862,222.0,47.0,47.223490110105466
572,1.4287,0.6238,1.5590000000000002,222.0,47.0,66.41292203496921
573,0.6995,0.0874,0.7049,222.0,47.0,82.87800802626764
574,0.3913,2.7949,2.8221,222.0,47.0,7.969891878681079
575,0.4281,3.3059,3.3335,222.0,47.0,7.378499053758965
576,0.3531,4.0011,4.0166,222.0,47.0,5.043328706174343
577,0.5925,4.4898,4.5287,222.0,47.0,7.517643746278773
578,1.1179,4.3712,4.5119,222.0,47.0,14.345469570082038
579,1.6506,3.5497,3.9147,222.0,47.0,24.93828830549805
580,1.9137,2.3034,2.9947,222.0,47.0,39.720321608292224
581,1.7781,1.0951,2.0883,222.0,47.0,58.371827049498904
582,1.2879,0.2979,1.3219,222.0,47.0,76.97614470301126
583,0.6124,-0.0,0.6124,222.0,47.0,90.0
584,-0.0,1.6605,1.6605,222.0,47.0,-0.0
585,-0.0,1.8019,1.8019,222.0,47.0,-0.0
586,0.0053,2.0809,2.081,222.0,47.0,0.14593059483062826
587,0.2818,2.2928,2.3101,222.0,47.0,7.006882157066926
588,0.6922,2.1906,2.2973,222.0,47.0,17.535832262145306
589,1.0303,1.7185,2.0037,222.0,47.0,30.944140400716403
590,1.156,1.0429,1.5569,222.0,47.0,47.94440275438927
591,1.0347,0.4279,1.1196,222.0,47.0,67.53246788212061
592,0.7231,0.0752,0.727,222.0,47.0,84.06277203290003
593,0.3321,-0.0,0.3321,222.0,47.0,90.0
594,0.5677,1.2633,1.385,222.0,33.0,24.198131004408282
595,0.2321,1.2019,1.2241,222.0,33.0,10.929900032614826
596,0.0697,1.0293,1.0317,222.0,33.0,3.8739226208002457
597,-0.0,0.795,0.795,222.0,33.0,-0.0
598,-0.0,0.4625,0.4625,222.0,33.0,-0.0
599,-0.0,0.13699999999999998,0.13699999999999998,222.0,33.0,-0.0
600,-0.0,-0.0,0.0,222.0,33.0,-180.0
601,-0.0,-0.0,0.0,222.0,33.0,-180.0
602,-0.0,-0.0,0.0,222.0,33.0,-180.0
603,0.7058,1.8124,1.945,222.0,33.0,21.27735065181082
604,0.4218,1.9885,2.0328,222.0,33.0,11.97604888989487
605,0.1827,1.7961,1.8054,222.0,33.0,5.808171794293309
606,0.0281,1.3684,1.3687,222.0,33.0,1.1763995589945375
607,-0.0,0.7799,0.7799,222.0,33.0,-0.0
608,-0.0,0.2419,0.2419,222.0,33.0,-0.0
609,-0.0,-0.0,0.0,222.0,33.0,-180.0
610,-0.0,-0.0,0.0,222.0,33.0,-180.0
611,0.0132,0.0007,0.0132,222.0,33.0,86.96443087494444
612,0.6424,2.1729,2.2659,222.0,33.0,16.46988020528379
613,0.5481,2.1962,2.2635,222.0,33.0,14.012914818726527
614,0.2829,1.9346,1.9552,222.0,33.0,8.319497554680716
615,0.0621,1.4367,1.4380000000000002,222.0,33.0,2.4750153266973154
616,-0.0,0.7886,0.7886,222.0,33.0,-0.0
617,-0.0,0.2351,0.2351,222.0,33.0,-0.0
618,-0.0,-0.0,0.0,222.0,33.0,-180.0
619,-0.0,-0.0,0.0,222.0,33.0,-180.0
620,0.0303,-0.0,0.0303,222.0,33.0,90.0
621,0.8205,1.7492,1.9321,222.0,33.0,25.129938801052408
622,0.6504,1.7897,1.9042,222.0,33.0,19.971795590757512
623,0.2989,1.57,1.5982,222.0,33.0,10.779099161378513
624,0.0593,1.1279,1.1295,222.0,33.0,3.0095880227951097
625,-0.0,0.574,0.574,222.0,33.0,-0.0
626,-0.0,0.1466,0.1466,222.0,33.0,-0.0
627,-0.0,-0.0,0.0,222.0,33.0,-180.0
628,0.0036,-0.0,0.0036,222.0,33.0,90.0
629,0.0414,-0.0,0.0414,222.0,33.0,90.0
630,0.632,1.2057,1.3613,222.0,33.0,27.662486757149047
631,0.4741,1.2587,1.345,222.0,33.0,20.639307242775764
632,0.1938,1.0692,1.0867,222.0,33.0,10.273719764269757
633,0.0246,0.7090000000000001,0.7094,222.0,33.0,1.9871805048398128
634,-0.0,0.3069,0.3069,222.0,33.0,-0.0
635,-0.0,0.0496,0.0496,222.0,33.0,-0.0
636,-0.0,-0.0,0.0,222.0,33.0,-180.0
637,0.0081,-0.0,0.0081,222.0,33.0,90.0
638,0.0435,-0.0,0.0435,222.0,33.0,90.0
639,0.2362,1.17,1.1936,222.0,33.0,11.413486890304256
640,0.22399999999999998,0.9809,1.0061,222.0,33.0,12.863581580733594
641,0.0842,0.6851,0.6903,222.0,33.0,7.006615535517157
642,-0.0,0.3703,0.3703,222.0,33.0,-0.0
643,-0.0,0.11199999999999999,0.11199999999999999,222.0,33.0,-0.0
644,-0.0,-0.0,0.0,222.0,33.0,-180.0
645,-0.0,-0.0,0.0,222.0,33.0,-180.0
646,0.0071,-0.0,0.0071,222.0,33.0,90.0
647,0.0332,-0.0,0.0332,222.0,33.0,90.0
648,0.4743,0.9567,1.0678,222.0,33.0,26.370682523665504
649,0.3091,0.7684,0.8282,222.0,33.0,21.91316964275088
650,0.0894,0.4664,0.4749,222.0,33.0,10.850894586808549
651,-0.0,0.1993,0.1993,222.0,33.0,-0.0
652,-0.0,0.0322,0.0322,222.0,33.0,-0.0
653,-0.0,-0.0,0.0,222.0,33.0,-180.0
654,-0.0,-0.0,0.0,222.0,33.0,-180.0
655,0.0016,-0.0,0.0016,222.0,33.0,90.0
656,0.0192,-0.0,0.0192,222.0,33.0,90.0
657,0.8716,0.8168,1.1945,222.0,33.0,46.8589829890515
658,0.5339,0.7027,0.8826,222.0,33.0,37.22697720099234
659,0.1637,0.462,0.4902,222.0,33.0,19.510712685164343
660,-0.0,0.225,0.225,222.0,33.0,-0.0
661,-0.0,0.0585,0.0585,222.0,33.0,-0.0
662,-0.0,-0.0,0.0,222.0,33.0,-180.0
663,-0.0,-0.0,0.0,222.0,33.0,-180.0
664,-0.0,0.0062,0.0062,222.0,33.0,-0.0
665,0.0063,0.0055,0.0084,222.0,33.0,48.87852450284771
666,0.9438,0.8865,1.2949,222.0,33.0,46.79313568192715
667,0.5987,0.8274,1.0213,222.0,33.0,35.88919723560946
668,0.2064,0.6362,0.6689,222.0,33.0,17.974425288024932
669,0.0042,0.4043,0.4044,222.0,33.0,0.5951857977410786
670,-0.0,0.2028,0.2028,222.0,33.0,-0.0
671,-0.0,0.0806,0.0806,222.0,33.0,-0.0
672,-0.0,0.0381,0.0381,222.0,33.0,-0.0
673,-0.0,0.0304,0.0304,222.0,33.0,-0.0
674,0.0006,0.0205,0.0205,222.0,33.0,1.6764710468067514
675,0.5133,0.9721,1.0993,222.0,33.0,27.835491955279256
676,0.4188,0.9753,1.0614,222.0,33.0,23.23899205865913
677,0.1759,0.8055,0.8245,222.0,33.0,12.318508803714542
678,0.006999999999999999,0.5931,0.5932,222.0,33.0,0.6761959797275132
679,-0.0,0.3874,0.3874,222.0,33.0,-0.0
680,-0.0,0.2179,0.2179,222.0,33.0,-0.0
681,-0.0,0.1152,0.1152,222.0,33.0,-0.0
682,-0.0,0.0682,0.0682,222.0,33.0,-0.0
683,0.002,0.0372,0.0373,222.0,33.0,3.077455399424377
684,0.0239,0.9856,0.9859,222.0,33.0,1.3891039144799957
685,0.1878,0.9605,0.9786,222.0,33.0,11.063083259000551
686,0.0903,0.7783,0.7835,222.0,33.0,6.617987287987022
687,-0.0,0.6247,0.6247,222.0,33.0,-0.0
688,-0.0,0.4627,0.4627,222.0,33.0,-0.0
689,-0.0,0.2848,0.2848,222.0,33.0,-0.0
690,0.0026,0.1502,0.1502,222.0,33.0,0.9917053937475334
691,0.009000000000000001,0.0768,0.0773,222.0,33.0,6.6838641080341175
692,0.013999999999999999,0.0376,0.0402,222.0,33.0,20.422333024723443
693,-0.0,0.7819,0.7819,222.0,33.0,-0.0
694,-0.0,0.6692,0.6692,222.0,33.0,-0.0
695,-0.0,0.5034,0.5034,222.0,33.0,-0.0
696,-0.0,0.4106,0.4106,222.0,33.0,-0.0
697,-0.0,0.3133,0.3133,222.0,33.0,-0.0
698,0.002,0.1875,0.1875,222.0,33.0,0.61113180443652
699,0.0086,0.0893,0.0897,222.0,33.0,5.5008823699044855
700,0.017,0.0384,0.042,222.0,33.0,23.879371364344863
701,0.0194,0.0172,0.0259,222.0,33.0,48.439869693746026
